"ID","timest","tempc","tempf","SampleID","USE","H2FR","InertFR","EthFR","H2SV","InertSV","EthSV","LightValue","AmbientT","ThermoT","InternalT","ReactorSV","HydrogenPPM","RunTime"
,"748","2013-05-03 09:53:32","23.74","74.732","","","0","0","0","","","","826","23.74","254.50
","24.44
","250.0625","70",""
,"749","2013-05-03 09:53:47","23.59","74.462","","","0","0","0","","","","828","23.59","254.25
","24.44
","250.0625","70",""
,"750","2013-05-03 09:54:02","23.74","74.732","","","0","0","0","","","","822","23.74","254.00
","24.44
","250.0625","69",""
,"751","2013-05-03 09:54:03","23.74","74.732","","","0","0","0","","","","828","23.74","254.00
","24.37
","250.0625","70",""
,"752","2013-05-03 09:54:19","23.74","74.732","","","0","0","0","","","","826","23.74","253.75
","24.44
","250.0625","69",""
,"753","2013-05-03 09:54:36","23.74","74.732","","","0","0","0","","","","829","23.74","253.50
","24.44
","250.0625","70",""
,"754","2013-05-03 09:54:52","23.74","74.732","","","0","0","0","","","","829","23.74","253.25
","24.44
","250.0625","70",""
,"755","2013-05-03 09:55:02","23.74","74.732","","","0","0","0","","","","831","23.74","253.00
","24.37
","250.0625","69",""
,"756","2013-05-03 09:55:08","23.74","74.732","","","0","0","0","","","","829","23.74","253.00
","24.37
","250.0625","70",""
,"757","2013-05-03 09:55:13","23.74","74.732","","","0","0","0","","","","822","23.74","252.75
","24.37
","250.0625","70",""
,"758","2013-05-03 09:55:26","23.74","74.732","","","0","0","0","","","","822","23.74","252.50
","24.37
","250.0625","70",""
,"759","2013-05-03 09:55:35","23.74","74.732","","","0","0","0","","","","822","23.74","252.25
","24.44
","250.0625","69",""
,"760","2013-05-03 09:55:52","23.59","74.462","","","0","0","0","","","","822","23.59","251.75
","24.37
","250.0625","70",""
,"761","2013-05-03 09:56:02","23.74","74.732","","","0","0","0","","","","828","23.74","251.75
","24.37
","250.0625","70",""
,"762","2013-05-03 09:56:08","23.74","74.732","","","0","0","0","","","","826","23.74","251.50
","24.37
","250.0625","70",""
,"763","2013-05-03 09:56:25","23.59","74.462","","","0","0","0","","","","822","23.59","251.25
","24.37
","250.0625","69",""
,"764","2013-05-03 09:56:41","23.74","74.732","","","0","0","0","","","","830","23.74","251.00
","24.37
","250.0625","69",""
,"765","2013-05-03 09:56:57","23.74","74.732","","","0","0","0","","","","830","23.74","250.75
","24.37
","250.0625","69",""
,"766","2013-05-03 09:57:03","23.59","74.462","","","0","0","0","","","","827","23.59","250.50
","24.31
","250.0625","69",""
,"767","2013-05-03 09:57:14","23.74","74.732","","","0","0","0","","","","830","23.74","250.50
","24.37
","250.0625","69",""
,"768","2013-05-03 09:57:30","23.74","74.732","","","0","0","0","","","","824","23.74","250.50
","24.37
","250.0625","69",""
,"769","2013-05-03 09:57:46","23.74","74.732","","","0","0","0","","","","827","23.74","250.25
","24.37
","250.0625","70",""
,"770","2013-05-03 09:58:02","23.59","74.462","","","0","0","0","","","","826","23.59","249.75
","24.37
","250.0625","69",""
,"771","2013-05-03 09:58:02","23.74","74.732","","","0","0","0","","","","827","23.74","249.75
","24.37
","250.0625","70",""
,"772","2013-05-03 09:58:08","23.74","74.732","","","0","0","0","","","","822","23.74","249.50
","24.37
","250.0625","70",""
,"773","2013-05-03 09:58:19","23.59","74.462","","","0","0","0","","","","824","23.59","249.50
","24.37
","250.0625","69",""
,"774","2013-05-03 09:58:31","23.59","74.462","","","0","0","0","","","","829","23.59","249.50
","24.37
","250.0625","70",""
,"775","2013-05-03 09:58:35","23.59","74.462","","","0","0","0","","","","827","23.59","249.25
","24.37
","250.0625","70",""
,"776","2013-05-03 09:58:51","23.74","74.732","","","0","0","0","","","","827","23.74","249.50
","24.37
","250.0625","69",""
,"777","2013-05-03 09:58:53","23.74","74.732","","","0","0","0","","","","823","23.74","249.50
","24.37
","250.0625","70",""
,"778","2013-05-03 09:59:01","23.74","74.732","","","0","0","0","","","","829","23.74","249.50
","24.37
","250.0625","69",""
,"779","2013-05-03 09:59:08","23.74","74.732","","","0","0","0","","","","826","23.74","249.50
","24.37
","250.0625","69",""
,"780","2013-05-03 09:59:12","23.74","74.732","","","0","0","0","","","","829","23.74","249.50
","24.37
","250.0625","69",""
,"781","2013-05-03 09:59:24","23.74","74.732","","","0","0","0","","","","828","23.74","249.75
","24.37
","250.0625","70",""
,"782","2013-05-03 09:59:32","23.74","74.732","","","0","0","0","","","","826","23.74","249.75
","24.37
","250.0625","70",""
,"783","2013-05-03 09:59:40","23.74","74.732","","","0","0","0","","","","830","23.74","249.75
","24.37
","250.0625","70",""
,"784","2013-05-03 09:59:51","23.74","74.732","","","0","0","0","","","","828","23.74","249.50
","24.37
","250.0625","70",""
,"785","2013-05-03 10:00:02","23.74","74.732","","","0","0","0","","","","821","23.74","249.50
","24.37
","250.0625","69",""
,"786","2013-05-03 10:01:02","23.74","74.732","","","0","0","0","","","","826","23.74","245.00
","24.37
","250.0625","69",""
,"787","2013-05-03 10:02:02","23.74","74.732","","","0","0","0","","","","825","23.74","244.25
","24.37
","250.0625","70",""
,"788","2013-05-03 10:03:02","23.59","74.462","","","0","0","0","","","","825","23.59","247.75
","24.37
","250.0625","70",""
,"789","2013-05-03 10:04:01","23.74","74.732","","","0","0","0","","","","822","23.74","249.25
","24.37
","250.0625","70",""
,"790","2013-05-03 10:04:01","23.74","74.732","","","0","0","0","","","","821","23.74","249.25
","24.37
","250.0625","69",""
,"791","2013-05-03 10:05:01","23.74","74.732","","","0","0","0","","","","826","23.74","249.75
","24.37
","250.0625","69",""
,"792","2013-05-03 10:05:08","23.74","74.732","","","0","0","0","","","","829","23.74","249.75
","24.37
","250.0625","70",""
,"793","2013-05-03 10:06:02","23.74","74.732","","","0","0","0","","","","827","23.74","250.00
","24.37
","250.0625","70",""
,"794","2013-05-03 10:07:02","23.74","74.732","","","0","0","0","","","","826","23.74","250.50
","24.37
","250.0625","70",""
,"795","2013-05-03 10:07:19","23.74","74.732","","","0","0","0","","","","827","23.74","250.75
","24.37
","250.0625","69",""
,"796","2013-05-03 10:08:02","23.74","74.732","","","0","0","0","","","","823","23.74","250.75
","24.37
","250.0625","70",""
,"797","2013-05-03 10:08:21","23.74","74.732","","","0","0","0","","","","826","23.74","250.75
","24.44
","250.0625","70",""
,"798","2013-05-03 10:09:03","23.74","74.732","","","0","0","0","","","","825","23.74","250.75
","24.44
","250.0625","70",""
,"799","2013-05-03 10:09:14","23.74","74.732","","","0","0","0","","","","824","23.74","250.75
","24.37
","250.0625","70",""
,"800","2013-05-03 10:10:02","23.14","73.652","","","0","0","0","","","","827","23.14","246.00
","24.44
","250.0625","71",""
,"801","2013-05-03 10:10:24","22.99","73.382","","","0","0","0","","","","821","22.99","241.25
","24.50
","250.0625","65",""
,"802","2013-05-03 10:10:41","22.99","73.382","","","0","0","0","","","","825","22.99","243.00
","24.37
","250.0625","66",""
,"803","2013-05-03 10:10:57","22.99","73.382","","","0","0","0","","","","826","22.99","245.75
","24.37
","250.0625","66",""
,"804","2013-05-03 10:11:01","22.84","73.112","","","0","0","0","","","","826","22.84","246.25
","24.37
","250.0625","65",""
,"805","2013-05-03 10:11:14","22.99","73.382","","","0","0","0","","","","823","22.99","248.00
","24.31
","250.0625","66",""
,"806","2013-05-03 10:11:30","22.99","73.382","","","0","0","0","","","","826","22.99","250.00
","24.31
","250.0625","66",""
,"807","2013-05-03 10:11:46","22.99","73.382","","","0","0","0","","","","827","22.99","251.50
","24.25
","250.0625","67",""
,"808","2013-05-03 10:12:02","22.84","73.112","","","0","0","0","","","","825","22.84","253.00
","24.25
","250.0625","67",""
,"809","2013-05-03 10:12:03","22.84","73.112","","","0","0","0","","","","826","22.84","253.00
","24.25
","250.0625","67",""
,"810","2013-05-03 10:12:19","22.84","73.112","","","0","0","0","","","","826","22.84","254.50
","24.19
","250.0625","67",""
,"811","2013-05-03 10:12:36","22.84","73.112","","","0","0","0","","","","826","22.84","255.75
","24.19
","250.0625","66",""
,"812","2013-05-03 10:12:52","22.99","73.382","","","0","0","0","","","","826","22.99","256.75
","24.19
","250.0625","66",""
,"813","2013-05-03 10:13:02","22.99","73.382","","","0","0","0","","","","829","22.99","257.25
","24.12
","250.0625","66",""
,"814","2013-05-03 10:13:08","22.99","73.382","","","0","0","0","","","","820","22.99","257.50
","24.19
","250.0625","66",""
,"815","2013-05-03 10:13:24","22.84","73.112","","","0","0","0","","","","826","22.84","257.50
","24.19
","250.0625","67",""
,"816","2013-05-03 10:13:36","22.84","73.112","","","0","0","0","","","","821","22.84","257.50
","24.12
","250.0625","67",""
,"817","2013-05-03 10:13:53","22.84","73.112","","","0","0","0","","","","829","22.84","257.50
","24.06
","250.0625","67",""
,"818","2013-05-03 10:14:02","22.84","73.112","","","0","0","0","","","","826","22.84","257.50
","24.12
","250.0625","66",""
,"819","2013-05-03 10:14:09","22.84","73.112","","","0","0","0","","","","824","22.84","257.25
","24.12
","250.0625","66",""
,"820","2013-05-03 10:14:26","22.84","73.112","","","0","0","0","","","","827","22.84","257.25
","24.12
","250.0625","66",""
,"821","2013-05-03 10:14:42","22.84","73.112","","","0","0","0","","","","828","22.84","257.50
","24.12
","250.0625","66",""
,"822","2013-05-03 10:15:00","22.84","73.112","","","0","0","0","","","","821","22.84","257.25
","24.06
","250.0625","67",""
,"823","2013-05-03 10:15:02","22.84","73.112","","","0","0","0","","","","829","22.84","257.25
","24.12
","250.0625","67",""
,"824","2013-05-03 10:15:04","22.84","73.112","","","0","0","0","","","","826","22.84","257.25
","24.12
","250.0625","66",""
,"825","2013-05-03 10:15:16","22.84","73.112","","","0","0","0","","","","820","22.84","256.50
","24.06
","250.0625","67",""
,"826","2013-05-03 10:15:28","22.84","73.112","","","0","0","0","","","","828","22.84","256.25
","24.06
","250.0625","68",""
,"827","2013-05-03 10:15:34","22.84","73.112","","","0","0","0","","","","829","22.84","256.00
","24.06
","250.0625","67",""
,"828","2013-05-03 10:15:51","22.84","73.112","","","0","0","0","","","","828","22.84","255.00
","24.06
","250.0625","66",""
,"829","2013-05-03 10:16:02","22.84","73.112","","","0","0","0","","","","822","22.84","254.00
","24.06
","250.0625","67",""
,"830","2013-05-03 10:16:03","22.84","73.112","","","0","0","0","","","","827","22.84","254.00
","24.06
","250.0625","67",""
,"831","2013-05-03 10:16:19","22.84","73.112","","","0","0","0","","","","829","22.84","253.25
","24.06
","250.0625","67",""
,"832","2013-05-03 10:16:35","22.84","73.112","","","0","0","0","","","","825","22.84","253.00
","24.06
","250.0625","67",""
,"833","2013-05-03 10:16:52","22.84","73.112","","","0","0","0","","","","827","22.84","252.25
","24.00
","250.0625","67",""
,"834","2013-05-03 10:17:01","22.84","73.112","","","0","0","0","","","","822","22.84","251.75
","24.00
","250.0625","66",""
,"835","2013-05-03 10:17:08","22.84","73.112","","","0","0","0","","","","826","22.84","251.50
","24.06
","250.0625","66",""
,"836","2013-05-03 10:17:24","22.84","73.112","","","0","0","0","","","","826","22.84","250.75
","24.06
","250.0625","67",""
,"837","2013-05-03 10:17:40","22.69","72.842","","","0","0","0","","","","829","22.69","250.00
","24.00
","250.0625","66",""
,"838","2013-05-03 10:17:57","22.69","72.842","","","0","0","0","","","","825","22.69","249.75
","24.00
","250.0625","67",""
,"839","2013-05-03 10:18:02","22.69","72.842","","","0","0","0","","","","824","22.69","249.50
","24.00
","250.0625","67",""
,"840","2013-05-03 10:18:14","22.69","72.842","","","0","0","0","","","","825","22.69","249.25
","24.00
","250.0625","67",""
,"841","2013-05-03 10:18:14","22.69","72.842","","","0","0","0","","","","826","22.69","249.25
","24.00
","250.0625","68",""
